sold_on,price,address,bedrooms,bathrooms,parking space,land size,property type1property type2,agency,agent
14 Oct 2020,"$350,500","4 Shire Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Ray White - Tarneit,N/A
10 Oct 2020,"$285,000","4 Muscatel Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,McGrath Estate Agents - WERRIBEE,N/A
05 Oct 2020,"$606,006","26 Barcoo Street, Manor Lakes",4,2,2,610,House,Brian Mark Real Estate - Tarneit ,Steve Harris
02 Oct 2020,"$554,000","11 Gembrook Street, Manor Lakes",4,2,2,400,House,McGrath Estate Agents - WERRIBEE,Taney Jai
29 Sep 2020,"$540,000","9 Firecrest Road, Manor Lakes",3,2,2,446,House,McGrath Estate Agents - WERRIBEE,Taney Jai
23 Sep 2020,"$619,000","45 Pierbrook Avenue, Manor Lakes",4,2,2,N/A,House,hockingstuart - Werribee,N/A
22 Sep 2020,"$504,000","19 Kinglake Drive, Manor Lakes",3,2,2,512,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
08 Sep 2020,"$310,000","10 Biscotti Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Reliance Werribee - WERRIBEE,Vik Monga
04 Sep 2020,"$313,000","43 Bonhams Circuit, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,YPA Cranbourne - CRANBOURNE,Rajiv Ranja
27 Aug 2020,"$450,000","28 Brockwell Crescent, Manor Lakes",3,2,1,320,House,Team One Real Estate,N/A
16 Aug 2020,"$641,111","7 Spearmint Boulevard, Manor Lakes",4,2,2,571,House,Team One Real Estate,N/A
07 Aug 2020,"$585,000","18 Truffle Circuit, Manor Lakes",4,2,2,476,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
17 Jul 2020,"$659,000","49 Rondo Drive, Manor Lakes",4,2,2,576,House,The Eleet  - .,N/A
08 Jul 2020,"$575,000","7 Blowering Street, Manor Lakes",4,2,2,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
01 Jul 2020,"$270,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Stockdale & Leggo  - Laverton/Altona/Point Cook ,Sunny Kumar
13 Jun 2020,"$400,000","6 Fawkner Road, Manor Lakes",3,2,2,N/A,House,Brian Mark Real Estate - Tarneit ,Steve Harris
26 May 2020,"$532,000","14 Julep St, Manor Lakes",4,2,2,400,House,Bloom Estate Agents - TRUGANINA,N/A
14 Apr 2020,"$600,000","15 Maclarens Close, Manor Lakes",4,2,2,687,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
11 Apr 2020,"$540,000","4 Gelati Street, Manor Lakes",4,2,2,N/A,House,McGrath Estate Agents - WERRIBEE,Taney Jai
25 Feb 2020,"$603,000","14 Lancewood Road, Manor Lakes",4,2,2,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
14 Feb 2020,"$450,000","26 Yellow Gum Way North, Manor Lakes",3,2,2,N/A,House,Barry Marshall Real Estate - ARMADALE,Barry Marshall
06 Feb 2020,"$560,000","27 Spearmint Boulevard, Manor Lakes",4,2,2,448,House,Team One Real Estate,N/A
29 Jan 2020,"$525,000","7 Jardine Street, Manor Lakes",3,2,2,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
18 Jan 2020,"$540,000","1290 Ison Road, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
20 Dec 2019,"$570,000","11 Amaretto Circuit, Manor Lakes",4,2,2,400,House,Team One Real Estate,N/A
12 Dec 2019,"$570,000","31 Heathcote Road, Manor Lakes",4,2,2,448,House,For Sale By Owner                                                                                   ,For Sale By Owner (VIC)
02 Dec 2019,"$610,000","12  Eucumbene Road, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
21 Nov 2019,"$640,000","22 Maculata Place, Manor Lakes",4,2,2,645,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
19 Nov 2019,"$705,000","3 Burrumbeet Court, Manor Lakes",3,2,2,900,House,Barry Plant - Werribee,Reece Beckley
19 Nov 2019,"$576,000","42 Grovedale Way, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
15 Nov 2019,"$630,000","71 Spearmint Boulevard, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
11 Nov 2019,"$300,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,YPA Wyndham City - WERRIBEE,N/A
07 Nov 2019,"$620,000","17 Cornubia Road, Manor Lakes",5,2,2,488,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
11 Oct 2019,"$606,000","6 Mokoan Close, Manor Lakes",4,2,2,565,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
06 Oct 2019,"$538,000","21 Dutch Avenue, Manor Lakes",4,2,2,400,House,Prestige Group Real Estate - MELBOURNE,Chris Ga
21 Sep 2019,"$499,000","11 Bungalook Street, Manor Lakes",3,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
28 Aug 2019,"$440,200","1193 Ison Road, Manor Lakes",3,2,1,277,House,Team One Real Estate,Rakesh Waadhwa
13 Aug 2019,"$470,000","4 Darling Place, Manor Lakes",3,2,2,448,House,Brian Mark Real Estate - Tarneit ,Steve Harris
31 Jul 2019,"$615,000","14 Pastille Road, Manor Lakes",4,2,2,448,House,Ace Real Estate - LAVERTON,Sunny Sharma
29 Jul 2019,"$535,000","12 Sugarlea Street, Manor Lakes",5,2,2,448,House,Reliance Real Estate  - Point Cook,Inder Vasu
27 Jun 2019,"$542,000","22 Bertie Street, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
26 Jun 2019,"$580,000","21 Yarraman Road, Manor Lakes",3,2,2,N/A,House,Barry Plant - Werribee,N/A
18 Jun 2019,"$430,000","10 Brumby Street, Manor Lakes",3,2,1,N/A,House,Brian Mark Real Estate - Tarneit ,Steve Harris
03 Jun 2019,"$575,000","4 Burrendong Street, Manor Lakes",4,2,2,448,House,Hodges - Werribee,N/A
03 Jun 2019,"$445,000","110 Kinglake Drive, Manor Lakes",3,2,1,320,House,TRN Realty - .,N/A
26 Feb 2019,"$476,000","6 Maclarens Close, Manor Lakes",3,2,2,N/A,House,Brian Mark Real Estate - Tarneit ,Steve Harris
26 Nov 2018,"$575,000","20 Holloway Street, Manor Lakes",4,2,2,512,House,Team One Real Estate,Rakesh Waadhwa
07 Nov 2018,"$99,999","20 Gunyong Crescent, Manor Lakes",4,2,2,506,House,AllRentals.com.au,Sales Hotli
22 Oct 2018,"$814,000","11 Dalrymple Boulevard, Manor Lakes",4,2,2,716,House,Team One Real Estate,Rakesh Waadhwa
02 Oct 2018,"$300,000","Lot 4412, 7 Shire Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Crane Real Estate - CAROLINE SPRINGS,dam Buhagiar
01 Oct 2018,"$442,000","9 Mondra Terrace, Manor Lakes",4,2,1,336,House,Reliance Werribee - WERRIBEE,N/A
21 Sep 2018,"$500,000","7 Tenax Walk, Manor Lakes",4,2,2,401,House,Purplebricks - Victoria,N/A
21 Aug 2018,"$1,000","8 Murrumbidgee Street, Manor Lakes",5,2,4,618,House,Ray White Point Cook - POINT COOK,N/A
18 Jul 2018,"$350,000","58 Cranberry Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,YPA Wyndham City - WERRIBEE,N/A
03 Jul 2018,"$500,000","37 Silver Gum Street, Manor Lakes",3,1,1,437,House,Purplebricks - Victoria,N/A
22 Jun 2018,"$520,000","3 Wallaman Street, Manor Lakes",3,2,2,512,House,True Value Real Estate - TRUGANINA,Mujeeb Syed
15 Jun 2018,"$500,000","56 Eltham Parade, Manor Lakes",3,2,2,400,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
22 May 2018,"$570,000","11 Edenvale Street, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
01 May 2018,"$518,000","Lot 15415 Buttermint Crescent, Manor Lakes",4,2,2,400,House,N/A,N/A
17 Apr 2018,"$597,000","3 Hawkstone Road, Manor Lakes",4,2,2,512,House,Purplebricks - Victoria,N/A
12 Apr 2018,"$466,000","46 Hawkstone Road, Manor Lakes",4,2,1,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
05 Apr 2018,"$610,000","48 Eppalock Drive, Manor Lakes",4,2,2,566,House,Purplebricks - Victoria,N/A
28 Mar 2018,"$487,000","25 Kinglake Drive, Manor Lakes",3,2,2,448.12,House,MASPROP Real Estate - Docklands,Michael Stojcevski
23 Mar 2018,"$480,000","4 Yarraman Road, Manor Lakes",4,2,2,448,House,Little Real Estate                                                                                  ,shwin Sharma
05 Mar 2018,"$335,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Sahara Real Estate - TRUGANINA,Preet Rathor
27 Feb 2018,"$585,000","145 EUREKA DRIVE, Manor Lakes",3,2,2,512,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
01 Feb 2018,"$533,000","19 Arrowhead Street, Manor Lakes",4,2,2,448,House,361 Degrees Real Estate - POINT COOK,Bhanu Dahiya
23 Jan 2018,"$455,000","92 Bregman Esplanade, Manor Lakes",3,2,1,N/A,House,Reliance Werribee - WERRIBEE,N/A
21 Dec 2017,"$475,000","54 Hawkstone Road, Manor Lakes",3,2,2,446,House,361 Degrees Real Estate - POINT COOK,N/A
11 Dec 2017,"$544,786","7 Arrowhead Street, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
20 Nov 2017,"$605,000","21 Field Street, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
14 Nov 2017,"$595,000","174 Eureka Drive, Manor Lakes",4,2,2,512,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
11 Nov 2017,"$514,000","11 Springwood Tce, Manor Lakes",3,2,4,448,House,361 Degrees Real Estate - POINT COOK,N/A
11 Nov 2017,"$420,000","18 Maculata Place, Manor Lakes",3,2,1,384,House,Reliance Real Estate  - Point Cook,N/A
10 Nov 2017,"$612,000","42 Eureka Drive, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
04 Nov 2017,"$490,000","30 Brockwell Crescent, Manor Lakes",4,2,2,400,House,Little Real Estate                                                                                  ,shwin Sharma
04 Nov 2017,"$435,000","12 Muster Street, Manor Lakes",3,2,1,336,House,361 Degrees Real Estate - POINT COOK,N/A
14 Oct 2017,"$475,000","35 Brockwell Crescent, Manor Lakes",4,2,2,400,House,Little Real Estate                                                                                  ,shwin Sharma
06 Oct 2017,"$545,220","28 Goodenia Avenue, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
13 Sep 2017,"$500,000","10 Ixora Crescent, Manor Lakes",4,2,2,350,House,Little Real Estate                                                                                  ,shwin Sharma
13 Sep 2017,"$500,000","10 Ixora Crescent, Manor Lakes",4,2,2,350,House,Little Real Estate - MOUNT WAVERLEY,shwin Sharma
07 Sep 2017,"$520,000","8 Burley Court, Manor Lakes",4,2,2,546,House,Ray White Point Cook - POINT COOK,N/A
29 Aug 2017,"$555,000","5 Nichollii Court, Manor Lakes",3,2,2,771,House,Established Property - Point Cook,N/A
24 Aug 2017,"$437,000","8 Yarraman Road, Manor Lakes",3,2,2,396,House,Purplebricks - Victoria,N/A
12 Aug 2017,"$525,000","6 Wallaman Street, Manor Lakes",3,2,2,572,House,Ray White Point Cook - POINT COOK,N/A
10 Aug 2017,"$530,000","2 Muster Street, Manor Lakes",3,2,4,624,House,361 Degrees Real Estate - POINT COOK,Saurabh Gogia
04 Aug 2017,"$585,000","43 HOLYOAKE PARADE, Manor Lakes",4,2,2,500,House,PSP Property Group - MELBOURNE,N/A
01 Aug 2017,"$481,000","69 Eltham Parade, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
01 Aug 2017,"$425,000","7 Lambertia Crescent, Manor Lakes",3,2,2,N/A,House,Envision Real Estate Vic,N/A
31 Jul 2017,"$256,000","24 Edwin Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,First National Avant - MELBOURNE,Daniel Ko
26 Jul 2017,"$451,000","28 Clematis Crescent, Manor Lakes",3,2,2,400,House,Purplebricks - Victoria,N/A
24 Jul 2017,"$505,000","34 Weavers Street, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
20 Jul 2017,"$398,000","18 Edenvale Street, Manor Lakes",3,2,1,N/A,House,Reliance Werribee - WERRIBEE,N/A
01 Jul 2017,"$505,000","168 Eureka Drive, Manor Lakes",4,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
16 May 2017,"$267,000","Lot 2842, Edwin Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,First National Avant - MELBOURNE,Daniel Ko
23 Dec 2016,"$370,000","3 Ashburton Avenue, Manor Lakes",3,2,2,320,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
14 Oct 2008,"$312,500","15 Maculata  Place, Manor Lakes",3,2,2,560,House,First National Westwood - Werribee,N/A
Residential La,"$12,780","Lot 313 Davidson street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,For Sale By Owner                                                                                   ,N/A
23 Jan 2024,Contact agent,"66 Bregman Esplanade, Manor Lakes",4,2,2,477,House,Aussieproperty - Melbourne,N/A
12 Jan 2024,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
10 Jan 2024,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
05 Jan 2024,Contact agent,"163 Eureka Drive, Manor Lakes",4,2,2,576,House,N/A,N/A
23 Dec 2023,Contact agent,"14 Hazelnut Road, Manor Lakes",4,2,2,400,House,McGrath Estate Agents - WERRIBEE,N/A
18 Dec 2023,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
29 Nov 2023,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
31 Oct 2023,Contact agent,"1 Lysterfield Walk, Manor Lakes",4,2,2,434,House,YPA Wyndham City - WERRIBEE,N/A
25 Oct 2023,"$750,000","15 Arrowhead Street, Manor Lakes",5,3,6,572,House,Ray White - Werribee,N/A
22 Sep 2023,"$510,000","22B Hindmarsh Drive, Manor Lakes",3,2,1,215,House,YPA Wyndham City - WERRIBEE,N/A
25 Aug 2023,Contact agent,"13 Lindberg Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
21 Aug 2023,Contact agent,"15 Cassata Road, Manor Lakes",4,2,4,N/A,House,Ray White - Werribee,N/A
17 Aug 2023,"$437,000","14 Burdekin Street, Manor Lakes",2,1,1,315,House,Wyndham Real Estate - WYNDHAM VALE,N/A
15 Aug 2023,Contact agent,"Lot 19621, 9 Brushton Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
15 Aug 2023,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
27 Jul 2023,"$612,500","30 Dutch Avenue, Manor Lakes",4,2,4,400,House,Ray White - Werribee,N/A
26 Jul 2023,"$610,000","26 Mayesbrook Road, Manor Lakes",4,2,2,448,House,hockingstuart - Werribee,N/A
08 Jul 2023,"$675,000","11 Leichardt Drive, Manor Lakes",3,2,2,576,House,OBrien Real Estate - Werribee,N/A
05 Jul 2023,"$660,000","13 Murrumbidgee Street, Manor Lakes",4,2,2,678,House,Ray White - Werribee,N/A
15 Jun 2023,"$600,000","43 Eppalock Drive, Manor Lakes",4,2,2,590,House,Good News Real Estate - WYNDHAM CITY,N/A
30 May 2023,"$645,000","40 Eureka Drive, Manor Lakes",4,2,2,512,House,Noel Jones - Doncaster,N/A
24 May 2023,"$590,000","12 Bindarri Road, Manor Lakes",4,2,2,N/A,House,Shaw Estate Agents - HOPPERS CROSSING,N/A
15 May 2023,"$705,000","32 Mundi Crescent, Manor Lakes",4,2,2,550,House,FB Real Estate Group - WILLIAMS LANDING,N/A
13 Apr 2023,"$795,000","15 Strawberry Road, Manor Lakes",4,2,2,N/A,House,Del Monte Real Estate - East Ivanhoe,N/A
10 Apr 2023,Contact agent,"Address available on request, Manor Lakes",4,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
28 Mar 2023,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
23 Mar 2023,"$535,000","26 Uralla Street, Manor Lakes",3,2,1,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
21 Mar 2023,"$600,000","8 Brittle Street, Manor Lakes",4,2,2,448,House,N/A,N/A
10 Mar 2023,"$500,000","16 Michigan Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Bells Real Estate - Sydenham,N/A
01 Mar 2023,"$612,000","4 Fortescue Boulevard, Manor Lakes",3,2,2,512,House,N/A,N/A
27 Feb 2023,"$685,000","18 Finsbury Crescent, Manor Lakes",4,2,4,N/A,House,Ray White - Werribee,N/A
24 Jan 2023,"$581,500","13 Strawberry Road, Manor Lakes",4,2,2,447,House,Ray White - Werribee,N/A
19 Jan 2023,"$672,000","6 Yarraman Road, Manor Lakes",4,2,2,572,House,Team One Real Estate,N/A
19 Jan 2023,"$603,000","10 Chutney Street, Manor Lakes",4,2,2,400,House,hockingstuart - Werribee,N/A
14 Dec 2022,"$620,000","21 Pierbrook Avenue, Manor Lakes",4,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
06 Dec 2022,Contact agent,"66 Kinglake Drive, Manor Lakes",4,2,2,512,House,Wyndham Real Estate - WYNDHAM VALE,N/A
29 Nov 2022,"$702,000","10 Tangerine Road, Manor Lakes",4,2,4,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
14 Nov 2022,"$600,000","13 Brockwell Cres, Manor Lakes",3,2,2,458,House,Eview Real Estate - SOUTH MELBOURNE,N/A
10 Nov 2022,"$1,100,000","5 Manor Lakes Boulevard, Manor Lakes",4,2,8,"1,039",House,LJ Hooker Property Point,N/A
10 Oct 2022,Contact agent,"19505 Interlaken Avenue, Manor Lakes",3,2,1,148.64,Townhouse,Soho Living - Port Melbourne,N/A
22 Sep 2022,"$710,000","7 Limewood Street, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,N/A
21 Sep 2022,"$870,000","10 Glenmaggie Place, Manor Lakes",4,2,2,809,House,Barry Plant - Werribee,N/A
19 Sep 2022,"$560,000","28 Miniata Way, Manor Lakes",4,2,4,N/A,House,Ray White - Werribee,N/A
15 Sep 2022,"$510,000","54 Cranberry Crescent, Manor Lakes",4,2,2,N/A,House,LJ Hooker Property Point,N/A
23 Aug 2022,Contact agent,"14 Hawkstone Road, Manor Lakes",3,2,2,N/A,House,Eview Real Estate - SOUTH MELBOURNE,N/A
18 Aug 2022,Contact agent,"17 Balcombe Drive, Manor Lakes",4,2,2,N/A,House,One Agency Property Partners,N/A
09 Aug 2022,Contact agent,"54 Eureka Drive, Manor Lakes",4,2,2,512,House,N/A,N/A
20 Jun 2022,"$425,000","9 Maracaibo Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
20 Jun 2022,Contact agent,"9 Maracaibo Crescent, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
23 May 2022,"$568,000","15 Miniata Way, Manor Lakes",3,2,2,336,House,Little Real Estate                                                                                  ,N/A
10 May 2022,Contact agent,"27 Yellow Gum Way, Manor Lakes",4,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
08 Apr 2022,"$565,000","21 Brumby Street, Manor Lakes",4,2,2,448,House,Wyndham Real Estate - WYNDHAM VALE,N/A
16 Mar 2022,Contact agent,"Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
12 Mar 2022,Contact agent,"28 Arrowhead Street, Manor Lakes",4,2,2,448,House,Wyndham Real Estate - WYNDHAM VALE,N/A
09 Mar 2022,Contact agent,"Lot 138 Kinglake Drive, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
21 Feb 2022,Contact agent,"138 Kinglake Drive, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
15 Feb 2022,"$646,000","8 Eucumbene Road, Manor Lakes",4,1,3,646,House,DK Property Partners Melb - Sunshine,N/A
04 Feb 2022,Contact agent,"19 Marmalade Road, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
27 Jan 2022,"$700,000","19 Bush Street, Manor Lakes",4,2,2,576,House,Barry Plant - Werribee,N/A
13 Dec 2021,"$730,000","18 Rondo Drive, Manor Lakes",5,2,2,476,House,N/A,N/A
10 Dec 2021,"$430,000","14 Hoddle Link, Manor Lakes",3,1,1,316,House,Established Property - Point Cook,N/A
08 Dec 2021,"$674,000","20 Peppermint Crescent, Manor Lakes",3,2,2,607,House,First National Westwood - Werribee,N/A
23 Nov 2021,"$591,000","8 Springwood Terrace, Manor Lakes",3,2,2,448,House,Wyndham Real Estate - WYNDHAM VALE,N/A
07 Nov 2021,Contact agent,"107 Kinglake Drive, Manor Lakes",4,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
03 Nov 2021,"$565,000","29 Bonhams Circuit, Manor Lakes",3,2,2,448,House,Reliance Werribee - WERRIBEE,N/A
07 Oct 2021,"$495,000","1151 Ison Road, Manor Lakes",4,2,2,336,House,Wyndham Real Estate - WYNDHAM VALE,N/A
31 Aug 2021,"$545,000","16 Dutch Avenue, Manor Lakes",4,2,2,400,House,YPA Wyndham City - WERRIBEE,N/A
27 Aug 2021,Contact agent,"7 Syrup Road, Manor Lakes",4,2,2,400,House,Sahara Real Estate - TRUGANINA,N/A
24 Aug 2021,"$518,000","9 Ixora Crescent, Manor Lakes",3,2,2,372,House,Wyndham Real Estate - WYNDHAM VALE,N/A
13 Aug 2021,"$550,000","13 Gunyong Crescent, Manor Lakes",3,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
14 Jul 2021,"$452,000","7 Hawkstone Road, Manor Lakes",3,2,1,N/A,House,N/A,N/A
07 Jul 2021,"$525,000","7 Cardinia Grove, Manor Lakes",4,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
29 May 2021,"$432,500","29 Eltham Parade, Manor Lakes",3,2,1,320,House,Wyndham Real Estate - WYNDHAM VALE,N/A
28 May 2021,"$540,000","3 Fawkner Road, Manor Lakes",3,2,2,N/A,House,N/A,N/A
21 May 2021,Contact agent,"32 Goodenia Avenue, Manor Lakes",3,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
18 May 2021,"$555,000","98 Kinglake Drive, Manor Lakes",4,2,2,400,House,Wyndham Real Estate - WYNDHAM VALE,N/A
14 May 2021,"$568,000","19 Balcombe Drive, Manor Lakes",4,2,2,476,House,Noel Jones - Doncaster,N/A
19 Apr 2021,Contact agent,"23 Marmalade Road, Manor Lakes",4,2,2,N/A,House,VICPROP - POINT COOK & WILLIAMS LANDING,N/A
14 Apr 2021,"$490,000","6 Mackay Road, Manor Lakes",3,2,2,384,House,Wyndham Real Estate - WYNDHAM VALE,N/A
12 Apr 2021,"$650,000","19 Edenvale Street, Manor Lakes",4,2,2,511,House,LJ Hooker Property Point,N/A
01 Apr 2021,"$437,000","1192 Ison Road, Manor Lakes",3,2,1,320,House,Ray White - Werribee,N/A
18 Mar 2021,"$622,000","16 Melliodora Court, Manor Lakes",3,2,2,N/A,House,Barry Plant - Werribee,N/A
12 Mar 2021,"$395,000","10 Hoddle Link, Manor Lakes",3,2,2,250,House,N/A,N/A
12 Mar 2021,Contact agent,"10 Hoddle Link, Manor Lakes",3,2,2,250,House,Little Real Estate - HAWTHORN,N/A
02 Mar 2021,"$593,511","12 Broadwater Street, Manor Lakes",3,2,2,640,House,Barry Plant - Werribee,N/A
24 Feb 2021,"$500,000","10 Yellow Gum Way, Manor Lakes",4,2,2,432,House,Eview Real Estate - SOUTH MELBOURNE,N/A
23 Feb 2021,"$515,000","30 Heathcote Road, Manor Lakes",3,2,2,N/A,House,LJ Hooker Property Point,N/A
03 Feb 2021,Contact agent,"17 Marmalade Road, Manor Lakes",4,2,2,508,House,Raine & Horne Point Cook - Williams Landing,N/A
29 Jan 2021,"$560,000","24 Honeycomb Avenue, Manor Lakes",4,2,2,512,House,Reliance Real Estate  - Point Cook,N/A
19 Jan 2021,"$531,000","13 Pierbrook Avenue, Manor Lakes",4,2,2,400,House,New Aumeca Group - DOCKLANDS,N/A
13 Nov 2020,"$505,000","4 Ixora Crescent, Manor Lakes",4,2,2,N/A,House,Reliance Real Estate  - Point Cook,N/A
10 Nov 2020,"$635,000","44 Eppalock Drive, Manor Lakes",5,2,2,572,House,Ray White - Werribee,N/A
27 Oct 2020,"$607,000","2 Bregman Esplanade, Manor Lakes",4,2,2,664,House,Barry Plant - Werribee,N/A
11 Sep 2020,Contact agent,"17 Allspice Street, Manor Lakes",4,2,2,400,House,EA Realty Group,N/A
06 Sep 2020,Contact agent,"Lot 137, Wollahra Rise, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
30 Aug 2020,Contact agent,"16 Lambertia Crescent, Manor Lakes",3,2,2,N/A,House,Wyndham Real Estate - WYNDHAM VALE,N/A
26 Aug 2020,"$305,000","14 Amadeus Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Harcourts - Point Cook,N/A
14 Aug 2020,Contact agent,"17 Loganberry Road, Manor Lakes",4,2,2,571,House,Wyndham Real Estate - WYNDHAM VALE,N/A
31 Jul 2020,Contact agent,"Lot 428 Armstrong Road, Manor Lakes",4,2,2,555,House,N/A,N/A
14 Jul 2020,"$610,000","31 Bertie Street, Manor Lakes",5,2,2,N/A,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
30 Jun 2020,Contact agent,"Lot , 415 Stringybark Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
30 Jun 2020,"$446,000","10 Stringybark Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
22 Jun 2020,"$570,000","94 Eureka Drive, Manor Lakes",4,2,2,535,House,Wyndham Real Estate - WYNDHAM VALE,N/A
15 Jun 2020,"$563,000","49 Eppalock Drive, Manor Lakes",4,2,2,560,House,Ray White - Werribee,N/A
12 Jun 2020,"$518,000","62 EPPALOCK DRIVE, Manor Lakes",3,2,2,517,House,Reliance Werribee - WERRIBEE,N/A
21 May 2020,Contact agent,"1164 Ison Road, Manor Lakes",3,2,1,320,House,Wyndham Real Estate - WYNDHAM VALE,N/A
27 Apr 2020,"$490,000","10 Cardinia Grove, Manor Lakes",4,2,2,448,House,YPA Wyndham City - WERRIBEE,N/A
27 Apr 2020,"$415,000","24 Yellow Gum Way, Manor Lakes",3,2,2,336,House,hockingstuart - Werribee,N/A
30 Mar 2020,"$541,000","10 Bregman Esplanade, Manor Lakes",4,2,2,508,House,Melbourne Realty Group - PRESTON,N/A
16 Mar 2020,"$529,000","3 Lysterfield Walk, Manor Lakes",4,2,2,N/A,House,Parkstone Real Estate - Daylseford,N/A
25 Feb 2020,"$725,000","1233 Ison Road, Manor Lakes",4,3,4,577,House,CONHEADY Real Estate - WERRIBEE,N/A
21 Jan 2020,"$545,000","8 Firecrest Rd, Manor Lakes",4,2,2,492,House,Home Solutions Real Estate - Melbourne,N/A
17 Dec 2019,"$275,000","7 Vermont Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,N/A,N/A
